Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      31/62          VlWorkerThread::addTask(void (*)(void*, bool), void*, bool) [65]
                0.00    0.00      31/62          void std::_V2::condition_variable_any::wait<VerilatedMutex>(VerilatedMutex&) [73]
[62]     0.0    0.00    0.00      62         std::mutex::lock() [62]
-----------------------------------------------
                0.00    0.00      20/60          std::function<void ()>::function(std::function<void ()> const&) [82]
                0.00    0.00      40/60          std::_Function_base::~_Function_base() [64]
[63]     0.0    0.00    0.00      60         std::_Function_handler<void (), VL_PRINTF_MT(char const*, ...)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [63]
                0.00    0.00      20/840         _vl_vsss_read_str(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char*, char const*) [clone .constprop.0] [34]
-----------------------------------------------
                0.00    0.00       2/42          VL_FINISH_MT(char const*, int, char const*) [115]
                0.00    0.00      40/42          VL_PRINTF_MT(char const*, ...) [83]
[64]     0.0    0.00    0.00      42         std::_Function_base::~_Function_base() [64]
                0.00    0.00      40/60          std::_Function_handler<void (), VL_PRINTF_MT(char const*, ...)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [63]
                0.00    0.00       2/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
-----------------------------------------------
                0.00    0.00      31/31          VlWorkerThread::~VlWorkerThread() [68]
[65]     0.0    0.00    0.00      31         VlWorkerThread::addTask(void (*)(void*, bool), void*, bool) [65]
                0.00    0.00      31/41944848     VerilatedMutex::lock() [26]
                0.00    0.00      31/31          void std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> >::_M_realloc_insert<void (*&)(void*, bool), void*&, bool&>(__gnu_cxx::__normal_iterator<VlWorkerThread::ExecRec*, std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> > >, void (*&)(void*, bool), void*&, bool&) [75]
                0.00    0.00      31/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00      31/41944817     VerilatedLockGuard::~VerilatedLockGuard() [27]
                0.00    0.00      31/62          std::mutex::lock() [62]
-----------------------------------------------
                0.00    0.00      31/31          VlWorkerThread::~VlWorkerThread() [68]
[66]     0.0    0.00    0.00      31         VlWorkerThread::shutdown() [66]
-----------------------------------------------
                0.00    0.00      31/31          VlThreadPool::VlThreadPool(VerilatedContext*, unsigned int) [119]
[67]     0.0    0.00    0.00      31         VlWorkerThread::VlWorkerThread(VerilatedContext*) [67]
                0.00    0.00      31/31          std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [69]
-----------------------------------------------
                0.00    0.00      31/31          VlThreadPool::~VlThreadPool() [121]
[68]     0.0    0.00    0.00      31         VlWorkerThread::~VlWorkerThread() [68]
                0.00    0.00      31/31          VlWorkerThread::addTask(void (*)(void*, bool), void*, bool) [65]
                0.00    0.00      31/31          VlWorkerThread::shutdown() [66]
                0.00    0.00      31/31          std::_Vector_base<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> >::~_Vector_base() [70]
                0.00    0.00      31/31          std::_Sp_counted_ptr_inplace<std::mutex, std::allocator<std::mutex>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [71]
                0.00    0.00      31/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
-----------------------------------------------
                0.00    0.00      31/31          VlWorkerThread::VlWorkerThread(VerilatedContext*) [67]
[69]     0.0    0.00    0.00      31         std::unique_ptr<std::thread::_State, std::default_delete<std::thread::_State> >::~unique_ptr() [69]
-----------------------------------------------
                0.00    0.00      31/31          VlWorkerThread::~VlWorkerThread() [68]
[70]     0.0    0.00    0.00      31         std::_Vector_base<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> >::~_Vector_base() [70]
-----------------------------------------------
                0.00    0.00      31/31          VlWorkerThread::~VlWorkerThread() [68]
[71]     0.0    0.00    0.00      31         std::_Sp_counted_ptr_inplace<std::mutex, std::allocator<std::mutex>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [71]
-----------------------------------------------
                0.00    0.00      31/31          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
[72]     0.0    0.00    0.00      31         std::_Sp_counted_ptr_inplace<std::mutex, std::allocator<std::mutex>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [72]
-----------------------------------------------
                0.00    0.00      31/31          VlWorkerThread::workerLoop() [279]
[73]     0.0    0.00    0.00      31         void std::_V2::condition_variable_any::wait<VerilatedMutex>(VerilatedMutex&) [73]
                0.00    0.00      31/62          std::mutex::lock() [62]
                0.00    0.00      31/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00      31/41944848     VerilatedMutex::lock() [26]
-----------------------------------------------
                0.00    0.00      31/31          std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(VlWorkerThread*, VerilatedContext*), VlWorkerThread*, VerilatedContext*> > >::~_State_impl() [389]
[74]     0.0    0.00    0.00      31         std::thread::_State_impl<std::thread::_Invoker<std::tuple<void (*)(VlWorkerThread*, VerilatedContext*), VlWorkerThread*, VerilatedContext*> > >::~_State_impl() [74]
-----------------------------------------------
                0.00    0.00      31/31          VlWorkerThread::addTask(void (*)(void*, bool), void*, bool) [65]
[75]     0.0    0.00    0.00      31         void std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> >::_M_realloc_insert<void (*&)(void*, bool), void*&, bool&>(__gnu_cxx::__normal_iterator<VlWorkerThread::ExecRec*, std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> > >, void (*&)(void*, bool), void*&, bool&) [75]
-----------------------------------------------
                0.00    0.00      31/31          VlWorkerThread::workerLoop() [279]
[76]     0.0    0.00    0.00      31         std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> >::_M_erase(__gnu_cxx::__normal_iterator<VlWorkerThread::ExecRec*, std::vector<VlWorkerThread::ExecRec, std::allocator<VlWorkerThread::ExecRec> > >) [76]
-----------------------------------------------
                                   1             VlCoroutineHandle::~VlCoroutineHandle() <cycle 1> [43]
                0.00    0.00       1/351         Vtb___024root___eval_initial__TOP__Vtiming__0(Vtb___024root*) [117]
                0.00    0.00       1/351         Vtb___024root___eval_initial(Vtb___024root*) [116]
                0.00    0.00      26/351         VlCoroutineHandle::resume() [49]
[77]     0.0    0.00    0.00      29         Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
                0.00    0.00      52/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00      26/351         std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2> const&) [42]
                0.00    0.00      20/20          VlTriggerScheduler::trigger(bool, std::shared_ptr<VlProcess>, char const*, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) [87]
                0.00    0.00       1/1           VL_FINISH_MT(char const*, int, char const*) [115]
                0.00    0.00       1/238         VlCoroutine::VlPromise::final_suspend() [44]
                0.00    0.00       1/2           VlCoroutine::VlPromise::~VlPromise() [101]
                                   6             VlDelayScheduler::delay(unsigned long, std::shared_ptr<VlProcess>, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) <cycle 1> [50]
                                   1             Vtb::Vtb(char const*) <cycle 1> [51]
-----------------------------------------------
                0.00    0.00       5/25          Vtb___024root___nba_sequent__TOP__0__PROF__performance_degrade__l62(Vtb___024root*) [14]
                0.00    0.00      20/25          Vtb___024root___nba_sequent__TOP__1__PROF__performance_degrade__l65(Vtb___024root*) [5]
[78]     0.0    0.00    0.00      25         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [78]
-----------------------------------------------
                0.00    0.00       1/21          VL_FINISH_MT(char const*, int, char const*) [115]
                0.00    0.00      20/21          VL_PRINTF_MT(char const*, ...) [83]
[79]     0.0    0.00    0.00      21         VerilatedMsg::VerilatedMsg(std::function<void ()> const&) [79]
-----------------------------------------------
                0.00    0.00       1/21          VL_FINISH_MT(char const*, int, char const*) [115]
                0.00    0.00      20/21          VL_PRINTF_MT(char const*, ...) [83]
[80]     0.0    0.00    0.00      21         VerilatedThreadMsgQueue::post(VerilatedMsg const&) [80]
-----------------------------------------------
                0.00    0.00       1/21          VL_FINISH_MT(char const*, int, char const*) [115]
                0.00    0.00      20/21          VL_PRINTF_MT(char const*, ...) [83]
[81]     0.0    0.00    0.00      21         std::function<void ()>::operator()() const [81]
-----------------------------------------------
                0.00    0.00       1/21          VL_FINISH_MT(char const*, int, char const*) [115]
                0.00    0.00      20/21          VL_PRINTF_MT(char const*, ...) [83]
[82]     0.0    0.00    0.00      21         std::function<void ()>::function(std::function<void ()> const&) [82]
                0.00    0.00      20/60          std::_Function_handler<void (), VL_PRINTF_MT(char const*, ...)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [63]
                0.00    0.00       1/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
-----------------------------------------------
                0.00    0.00      20/20          VL_WRITEF(char const*, ...) [17]
[83]     0.0    0.00    0.00      20         VL_PRINTF_MT(char const*, ...) [83]
                0.00    0.00      40/42          std::_Function_base::~_Function_base() [64]
                0.00    0.00      20/20          _vl_string_vprintf[abi:cxx11](char const*, __va_list_tag*) [84]
                0.00    0.00      20/840         _vl_vsss_read_str(_IO_FILE*, int&, unsigned int const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char*, char const*) [clone .constprop.0] [34]
                0.00    0.00      20/21          std::function<void ()>::function(std::function<void ()> const&) [82]
                0.00    0.00      20/21          VerilatedMsg::VerilatedMsg(std::function<void ()> const&) [79]
                0.00    0.00      20/20          std::_Function_handler<void (), VL_PRINTF_MT(char const*, ...)::{lambda()#1}>::_M_invoke(std::_Any_data const&) [85]
                0.00    0.00      20/21          std::function<void ()>::operator()() const [81]
                0.00    0.00      20/21          VerilatedThreadMsgQueue::post(VerilatedMsg const&) [80]
-----------------------------------------------
                0.00    0.00      20/20          VL_PRINTF_MT(char const*, ...) [83]
[84]     0.0    0.00    0.00      20         _vl_string_vprintf[abi:cxx11](char const*, __va_list_tag*) [84]
                0.00    0.00      20/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
-----------------------------------------------
                0.00    0.00      20/20          VL_PRINTF_MT(char const*, ...) [83]
[85]     0.0    0.00    0.00      20         std::_Function_handler<void (), VL_PRINTF_MT(char const*, ...)::{lambda()#1}>::_M_invoke(std::_Any_data const&) [85]
-----------------------------------------------
                0.00    0.00      20/20          VlTriggerScheduler::commit(char const*) [37]
[86]     0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > std::copy<std::move_iterator<__gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > >, __gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > >(std::move_iterator<__gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > >, std::move_iterator<__gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > > >, __gnu_cxx::__normal_iterator<VlCoroutineHandle*, std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> > >) [86]
-----------------------------------------------
                0.00    0.00      20/20          Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
[87]     0.0    0.00    0.00      20         VlTriggerScheduler::trigger(bool, std::shared_ptr<VlProcess>, char const*, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) [87]
                0.00    0.00      20/351         std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<VlProcess, (__gnu_cxx::_Lock_policy)2> const&) [42]
                0.00    0.00      20/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00      20/117         VlCoroutineHandle::VlCoroutineHandle(std::__n4861::coroutine_handle<void>, std::shared_ptr<VlProcess>, VlFileLineDebug) [48]
                0.00    0.00       4/4           Vtb___024root::__Vconfigure(bool) [96]
                0.00    0.00       2/2           std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::_M_check_len(unsigned long, char const*) const [104]
                0.00    0.00       2/3           Vtb::threads() const [98]
-----------------------------------------------
                0.00    0.00       5/15          Vtb___024root___nba_sequent__TOP__0__PROF__performance_degrade__l62(Vtb___024root*) [14]
                0.00    0.00      10/15          Vtb___024root___nba_sequent__TOP__1__PROF__performance_degrade__l65(Vtb___024root*) [5]
[88]     0.0    0.00    0.00      15         VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
                0.00    0.00      15/41944667     Verilated::threadContextp() [28]
                0.00    0.00      15/41944848     VerilatedMutex::lock() [26]
                0.00    0.00      15/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00      15/41944817     VerilatedLockGuard::~VerilatedLockGuard() [27]
                0.00    0.00       1/2           std::vector<_IO_FILE*, std::allocator<_IO_FILE*> >::_M_default_append(unsigned long) [111]
                0.00    0.00       1/2           std::vector<_IO_FILE*, std::allocator<_IO_FILE*> >::resize(unsigned long) [112]
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [113]
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long) [114]
-----------------------------------------------
                0.00    0.00      10/10          Vtb___024root___nba_sequent__TOP__1__PROF__performance_degrade__l65(Vtb___024root*) [5]
[89]     0.0    0.00    0.00      10         VL_FCLOSE_I(unsigned int) [89]
                0.00    0.00      10/41944667     Verilated::threadContextp() [28]
-----------------------------------------------
                0.00    0.00      10/10          Vtb___024root___nba_sequent__TOP__1__PROF__performance_degrade__l65(Vtb___024root*) [5]
[90]     0.0    0.00    0.00      10         VerilatedContextImp::fdClose(unsigned int) [90]
                0.00    0.00      10/41944848     VerilatedMutex::lock() [26]
                0.00    0.00      10/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00      10/41944817     VerilatedLockGuard::~VerilatedLockGuard() [27]
-----------------------------------------------
                0.00    0.00       1/8           VerilatedSyms::VerilatedSyms(VerilatedContext*) [122]
                0.00    0.00       2/8           _GLOBAL__sub_I__ZN9Verilated7s_debugE [47]
                0.00    0.00       5/8           VerilatedContext::VerilatedContext() [136]
[91]     0.0    0.00    0.00       8         std::__mutex_base::__mutex_base() [91]
-----------------------------------------------
                0.00    0.00       1/7           VlDelayScheduler::~VlDelayScheduler() [138]
                0.00    0.00       2/7           Vtb___024root::~Vtb___024root() [125]
                0.00    0.00       4/7           VlTriggerScheduler::~VlTriggerScheduler() [103]
[92]     0.0    0.00    0.00       7         std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::~vector() [92]
-----------------------------------------------
                0.00    0.00       6/6           Vtb___024root___ctor_var_reset(Vtb___024root*) [100]
[93]     0.0    0.00    0.00       6         VL_RAND_RESET_I(int) [93]
                0.00    0.00       6/41944667     Verilated::threadContextp() [28]
-----------------------------------------------
                0.00    0.00       6/6           VlThreadPool::VlThreadPool(VerilatedContext*, unsigned int) [119]
[94]     0.0    0.00    0.00       6         void std::vector<VlWorkerThread*, std::allocator<VlWorkerThread*> >::_M_realloc_insert<VlWorkerThread*>(__gnu_cxx::__normal_iterator<VlWorkerThread**, std::vector<VlWorkerThread*, std::allocator<VlWorkerThread*> > >, VlWorkerThread*&&) [94]
-----------------------------------------------
                0.00    0.00       5/5           Vtb___024root___nba_sequent__TOP__0__PROF__performance_degrade__l62(Vtb___024root*) [14]
[95]     0.0    0.00    0.00       5         VL_CVT_PACK_STR_NW[abi:cxx11](int, unsigned int const*) [95]
                0.00    0.00       5/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
-----------------------------------------------
                0.00    0.00       4/4           VlTriggerScheduler::trigger(bool, std::shared_ptr<VlProcess>, char const*, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) [87]
[96]     0.0    0.00    0.00       4         Vtb___024root::__Vconfigure(bool) [96]
-----------------------------------------------
                0.00    0.00       1/3           VerilatedContext::~VerilatedContext() [137]
                0.00    0.00       1/3           VerilatedSyms::~VerilatedSyms() [123]
                0.00    0.00       1/3           VerilatedSyms::VerilatedSyms(VerilatedContext*) [122]
[97]     0.0    0.00    0.00       3         VerilatedContext::checkMagic(VerilatedContext const*) [97]
-----------------------------------------------
                0.00    0.00       1/3           VerilatedContext::addModel(VerilatedModel*) [133]
                0.00    0.00       2/3           VlTriggerScheduler::trigger(bool, std::shared_ptr<VlProcess>, char const*, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) [87]
[98]     0.0    0.00    0.00       3         Vtb::threads() const [98]
-----------------------------------------------
                0.00    0.00       3/3           VerilatedContext::~VerilatedContext() [137]
[99]     0.0    0.00    0.00       3         std::unique_ptr<VerilatedVirtualBase, std::default_delete<VerilatedVirtualBase> >::~unique_ptr() [99]
-----------------------------------------------
                                   1             Vtb___024root___ctor_var_reset(Vtb___024root*) [100]
                0.00    0.00       1/2           Vtb___024root::~Vtb___024root() [125]
                0.00    0.00       1/2           Vtb___024root::Vtb___024root(Vtb__Syms*, char const*) [124]
[100]    0.0    0.00    0.00       2+1       Vtb___024root___ctor_var_reset(Vtb___024root*) [100]
                0.00    0.00       6/6           VL_RAND_RESET_I(int) [93]
                0.00    0.00       1/1169        std::__shared_count<(__gnu_cxx::_Lock_policy)2>::~__shared_count() [33]
                0.00    0.00       1/351         VlCoroutineHandle::~VlCoroutineHandle() <cycle 1> [43]
                                   1             Vtb___024root___ctor_var_reset(Vtb___024root*) [100]
-----------------------------------------------
                0.00    0.00       1/2           Vtb::Vtb(char const*) <cycle 1> [51]
                0.00    0.00       1/2           Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
[101]    0.0    0.00    0.00       2         VlCoroutine::VlPromise::~VlPromise() [101]
-----------------------------------------------
                0.00    0.00       2/2           Vtb___024root___eval_initial(Vtb___024root*) [116]
[102]    0.0    0.00    0.00       2         VlCoroutine::~VlCoroutine() [102]
-----------------------------------------------
                0.00    0.00       2/2           Vtb___024root::~Vtb___024root() [125]
[103]    0.0    0.00    0.00       2         VlTriggerScheduler::~VlTriggerScheduler() [103]
                0.00    0.00       4/7           std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::~vector() [92]
-----------------------------------------------
                0.00    0.00       2/2           VlTriggerScheduler::trigger(bool, std::shared_ptr<VlProcess>, char const*, char const*, int)::Awaitable::await_suspend(std::__n4861::coroutine_handle<void>) [87]
[104]    0.0    0.00    0.00       2         std::vector<VlCoroutineHandle, std::allocator<VlCoroutineHandle> >::_M_check_len(unsigned long, char const*) const [104]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [113]
[105]    0.0    0.00    0.00       2         std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [105]
-----------------------------------------------
                0.00    0.00       1/2           Vtb__Syms::~Vtb__Syms() [148]
                0.00    0.00       1/2           VlDeleter::~VlDeleter() [146]
[106]    0.0    0.00    0.00       2         std::_Vector_base<VlDeletable*, std::allocator<VlDeletable*> >::~_Vector_base() [106]
-----------------------------------------------
                0.00    0.00       2/2           VerilatedContext::~VerilatedContext() [137]
[107]    0.0    0.00    0.00       2         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [107]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<_IO_FILE*, std::allocator<_IO_FILE*> >::_M_default_append(unsigned long) [111]
[108]    0.0    0.00    0.00       2         _IO_FILE** std::__uninitialized_default_n_1<true>::__uninit_default_n<_IO_FILE**, unsigned long>(_IO_FILE**, unsigned long) [108]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [113]
[109]    0.0    0.00    0.00       2         unsigned int* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [109]
-----------------------------------------------
                0.00    0.00       1/2           VerilatedContextImp::commandArgsAddGuts(int, char const**) [141]
                0.00    0.00       1/2           VerilatedContextImp::commandArgsGuts(int, char const**) [140]
[110]    0.0    0.00    0.00       2         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::clear() [110]
-----------------------------------------------
                0.00    0.00       1/2           VerilatedContext::VerilatedContext() [136]
                0.00    0.00       1/2           VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
[111]    0.0    0.00    0.00       2         std::vector<_IO_FILE*, std::allocator<_IO_FILE*> >::_M_default_append(unsigned long) [111]
                0.00    0.00       2/2           _IO_FILE** std::__uninitialized_default_n_1<true>::__uninit_default_n<_IO_FILE**, unsigned long>(_IO_FILE**, unsigned long) [108]
-----------------------------------------------
                0.00    0.00       1/2           VerilatedContext::VerilatedContext() [136]
                0.00    0.00       1/2           VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
[112]    0.0    0.00    0.00       2         std::vector<_IO_FILE*, std::allocator<_IO_FILE*> >::resize(unsigned long) [112]
-----------------------------------------------
                0.00    0.00       1/2           VerilatedContext::VerilatedContext() [136]
                0.00    0.00       1/2           VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
[113]    0.0    0.00    0.00       2         std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [113]
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [105]
                0.00    0.00       2/125832572     std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [25]
                0.00    0.00       2/2           unsigned int* std::__uninitialized_default_n_1<true>::__uninit_default_n<unsigned int*, unsigned long>(unsigned int*, unsigned long) [109]
-----------------------------------------------
                0.00    0.00       1/2           VerilatedContext::VerilatedContext() [136]
                0.00    0.00       1/2           VL_FOPEN_NN(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [88]
[114]    0.0    0.00    0.00       2         std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long) [114]
-----------------------------------------------
                0.00    0.00       1/1           Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
[115]    0.0    0.00    0.00       1         VL_FINISH_MT(char const*, int, char const*) [115]
                0.00    0.00       2/42          std::_Function_base::~_Function_base() [64]
                0.00    0.00       1/21          std::function<void ()>::function(std::function<void ()> const&) [82]
                0.00    0.00       1/21          VerilatedMsg::VerilatedMsg(std::function<void ()> const&) [79]
                0.00    0.00       1/1           VerilatedContext::gotFinish(bool) [135]
                0.00    0.00       1/1           vl_finish(char const*, int, char const*) [118]
                0.00    0.00       1/1           std::_Function_handler<void (), VL_FINISH_MT(char const*, int, char const*)::{lambda()#1}>::_M_invoke(std::_Any_data const&) [156]
                0.00    0.00       1/21          std::function<void ()>::operator()() const [81]
                0.00    0.00       1/21          VerilatedThreadMsgQueue::post(VerilatedMsg const&) [80]
-----------------------------------------------
                0.00    0.00       1/1           Vtb::eval_step() [4]
[116]    0.0    0.00    0.00       1         Vtb___024root___eval_initial(Vtb___024root*) [116]
                0.00    0.00       2/2           VlCoroutine::~VlCoroutine() [102]
                0.00    0.00       1/1           Vtb___024root___eval_initial__TOP__Vtiming__0(Vtb___024root*) [117]
                0.00    0.00       1/351         Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
-----------------------------------------------
                0.00    0.00       1/1           Vtb___024root___eval_initial(Vtb___024root*) [116]
[117]    0.0    0.00    0.00       1         Vtb___024root___eval_initial__TOP__Vtiming__0(Vtb___024root*) [117]
                0.00    0.00       1/351         Vtb___024root___eval_initial__TOP__Vtiming__1(Vtb___024root*) <cycle 1> [77]
-----------------------------------------------
                0.00    0.00       1/1           VL_FINISH_MT(char const*, int, char const*) [115]
[118]    0.0    0.00    0.00       1         vl_finish(char const*, int, char const*) [118]
                0.00    0.00       1/41944667     Verilated::threadContextp() [28]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContext::threadPoolp() [131]
[119]    0.0    0.00    0.00       1         VlThreadPool::VlThreadPool(VerilatedContext*, unsigned int) [119]
                0.00    0.00      31/31          VlWorkerThread::VlWorkerThread(VerilatedContext*) [67]
                0.00    0.00       6/6           void std::vector<VlWorkerThread*, std::allocator<VlWorkerThread*> >::_M_realloc_insert<VlWorkerThread*>(__gnu_cxx::__normal_iterator<VlWorkerThread**, std::vector<VlWorkerThread*, std::allocator<VlWorkerThread*> > >, VlWorkerThread*&&) [94]
-----------------------------------------------
                0.00    0.00       1/1           VerilatedContext::~VerilatedContext() [137]
[120]    0.0    0.00    0.00       1         VlThreadPool::~VlThreadPool() [120]
                0.00    0.00       1/1           std::_Vector_base<VlWorkerThread*, std::allocator<VlWorkerThread*> >::~_Vector_base() [153]
                0.00    0.00       1/1           VlThreadPool::~VlThreadPool() [121]
-----------------------------------------------
                0.00    0.00       1/1           VlThreadPool::~VlThreadPool() [120]
[121]    0.0    0.00    0.00       1         VlThreadPool::~VlThreadPool() [121]
                0.00    0.00      31/31          VlWorkerThread::~VlWorkerThread() [68]
-----------------------------------------------
                0.00    0.00       1/1           Vtb__Syms::Vtb__Syms(VerilatedContext*, char const*, Vtb*) [147]
[122]    0.0    0.00    0.00       1         VerilatedSyms::VerilatedSyms(VerilatedContext*) [122]
